sample_id,duration_sec,speaking_rate_chars_per_min,pitch_mean_hz,pitch_variation_hz,silence_ratio,long_pause_count,volume_mean_rms,volume_variation_rms,delivery_score
ckmk_d_ict_f_n_290932,93.86,238.4,230.8,81.7,0.224,4,0.0535,0.0444,65
ckmk_d_ict_f_n_291154,100.75,266.2,231.9,83.1,0.183,3,0.0457,0.0367,67
ckmk_d_ict_f_n_291155,99.18,280.7,228.2,76.0,0.158,2,0.0549,0.0448,74
ckmk_d_ict_f_n_291158,98.05,242.9,226.7,81.5,0.174,4,0.0522,0.0421,65
ckmk_d_ict_f_n_291159,88.0,233.2,224.7,80.7,0.227,3,0.0522,0.0459,70
ckmk_d_ict_f_n_291160,84.48,241.5,224.7,84.7,0.204,2,0.0525,0.0447,76
ckmk_d_ict_f_n_291162,102.16,262.5,220.2,77.1,0.187,3,0.0548,0.0458,72
ckmk_d_ict_f_n_291184,91.42,270.4,235.4,79.1,0.132,0,0.051,0.0384,76
ckmk_d_ict_f_n_291185,94.31,250.7,230.3,78.6,0.177,0,0.0498,0.0418,75
ckmk_d_ict_f_n_291186,90.6,245.7,231.8,89.9,0.194,1,0.0511,0.0425,72
ckmk_d_ict_f_n_291190,91.62,263.9,229.9,82.5,0.153,2,0.0506,0.0393,73
ckmk_d_ict_f_n_291191,86.67,249.9,220.4,74.7,0.219,4,0.053,0.0463,70
ckmk_d_ict_f_n_291315,109.98,237.9,230.2,87.6,0.218,5,0.0485,0.0407,75
ckmk_d_ict_f_n_291316,91.78,248.4,221.9,81.7,0.228,4,0.0473,0.0409,63
ckmk_d_ict_f_n_291317,87.13,262.4,231.6,77.7,0.145,2,0.053,0.0405,85
ckmk_d_ict_f_n_291320,87.18,251.2,230.2,84.8,0.174,1,0.049,0.0404,76
ckmk_d_ict_f_n_291321,86.8,246.1,227.2,79.2,0.201,1,0.0548,0.0486,72
ckmk_d_ict_f_n_291322,77.76,248.5,227.8,78.5,0.195,4,0.0527,0.0414,62
ckmk_d_ict_f_n_291493,96.16,248.3,227.7,76.6,0.181,5,0.053,0.0415,73
ckmk_d_ict_f_n_291494,79.32,243.6,225.7,74.4,0.177,1,0.0557,0.0465,73
ckmk_d_ict_f_n_291495,88.1,224.7,217.8,81.1,0.228,5,0.047,0.0428,67
ckmk_d_ict_f_n_291496,87.92,249.1,227.4,80.7,0.188,2,0.0478,0.0404,75
ckmk_d_ict_f_n_291497,92.58,242.4,227.9,79.1,0.177,3,0.045,0.0371,72
ckmk_d_ict_f_n_291499,102.2,238.9,220.2,83.0,0.211,4,0.046,0.039,72
ckmk_d_ict_f_n_291500,101.38,226.1,219.6,80.9,0.219,6,0.0499,0.0436,75
ckmk_d_ict_f_n_291603,107.06,243.8,221.2,76.1,0.188,2,0.0495,0.0425,72
ckmk_d_ict_f_n_291604,89.84,247.8,227.4,80.7,0.157,2,0.052,0.042,72
ckmk_d_ict_f_n_291605,98.12,213.4,228.1,85.6,0.214,3,0.0536,0.0457,72
ckmk_d_ict_f_n_291609,90.86,227.2,218.8,82.4,0.234,6,0.0462,0.0436,65
ckmk_d_ict_f_n_291610,89.94,254.8,228.4,82.9,0.166,1,0.0533,0.0421,75
ckmk_d_ict_f_n_291611,84.6,246.8,220.9,77.7,0.185,2,0.0535,0.0449,72
ckmk_d_ict_f_n_291612,100.46,241.9,222.4,79.0,0.2,1,0.053,0.0439,73
ckmk_d_ict_f_n_291694,102.34,244.5,225.3,79.8,0.159,2,0.0534,0.041,73
ckmk_d_ict_f_n_291695,98.98,221.9,225.4,88.0,0.244,7,0.0442,0.0386,75
ckmk_d_ict_f_n_291697,104.72,236.6,224.3,76.1,0.155,2,0.0493,0.0411,78
ckmk_d_ict_f_n_291698,100.33,247.0,225.8,79.5,0.155,0,0.0544,0.0425,75
ckmk_d_ict_f_n_291699,85.5,236.5,216.8,81.6,0.189,4,0.0562,0.0433,75
ckmk_d_ict_f_n_291700,89.94,220.1,228.7,82.7,0.196,3,0.053,0.0433,78
ckmk_d_ict_f_n_291702,90.54,216.0,219.2,76.7,0.237,7,0.0461,0.04,72
ckmk_d_ict_f_n_291854,102.07,224.0,221.9,83.4,0.178,2,0.0498,0.0428,70
ckmk_d_ict_f_n_291855,94.36,245.4,224.3,79.7,0.139,1,0.053,0.0402,73
ckmk_d_ict_f_n_291856,94.7,252.2,226.7,84.2,0.174,2,0.0464,0.0358,75
ckmk_d_ict_f_n_291857,97.42,239.0,224.1,84.0,0.176,2,0.0552,0.0439,75
ckmk_d_ict_f_n_291858,86.34,234.2,226.1,84.0,0.192,1,0.0474,0.0394,65
ckmk_d_ict_f_n_291859,81.21,223.9,237.5,85.6,0.182,2,0.0467,0.0382,70
ckmk_d_ict_f_n_291860,87.44,244.3,220.8,81.9,0.145,1,0.0549,0.0419,72
ckmk_d_ict_f_n_291861,106.82,250.5,227.5,77.7,0.155,1,0.0584,0.0467,82
ckmk_d_ict_f_n_291862,94.69,247.8,215.7,82.5,0.195,4,0.0518,0.0421,63
ckmk_d_ict_f_n_292003,100.66,259.9,222.8,74.2,0.137,0,0.0525,0.0394,72
ckmk_d_ict_f_n_292005,95.96,232.0,227.2,84.6,0.193,3,0.0475,0.0394,70
ckmk_d_ict_f_n_292006,85.56,241.9,221.9,76.0,0.17,3,0.0559,0.0468,72
ckmk_d_ict_f_n_292007,90.66,253.5,224.8,76.7,0.166,2,0.0522,0.0414,75
ckmk_d_ict_f_n_292008,89.0,246.7,221.2,74.9,0.176,2,0.0489,0.0378,75
ckmk_d_ict_f_n_292009,93.8,229.6,218.4,75.1,0.194,3,0.056,0.0442,72
ckmk_d_ict_f_n_292012,95.46,217.5,219.5,80.7,0.26,10,0.0471,0.0435,65
ckmk_d_ict_f_n_292053,89.04,225.7,213.9,69.9,0.23,5,0.0492,0.0445,75
ckmk_d_ict_f_n_292055,93.62,241.6,213.9,72.3,0.187,2,0.0499,0.0403,75
ckmk_d_ict_f_n_292056,95.91,215.8,218.3,76.6,0.255,3,0.045,0.0409,67
ckmk_d_ict_f_n_292058,106.9,257.1,225.0,72.1,0.162,5,0.0556,0.0426,74
ckmk_d_ict_f_n_292059,106.94,240.7,221.3,76.8,0.21,4,0.0479,0.0425,65
ckmk_d_ict_f_n_292104,100.61,242.1,223.0,74.4,0.187,4,0.0508,0.0402,75
ckmk_d_ict_f_n_292105,102.48,213.7,222.6,77.3,0.204,7,0.0571,0.048,65
ckmk_d_ict_f_n_292106,95.92,241.5,226.6,72.2,0.183,3,0.0473,0.0383,65
ckmk_d_ict_f_n_292107,96.62,236.0,229.0,72.7,0.182,2,0.0555,0.0472,76
ckmk_d_ict_f_n_292108,87.58,251.4,223.2,73.6,0.161,0,0.0506,0.0381,75
ckmk_d_ict_f_n_292109,81.06,220.6,222.9,79.3,0.24,5,0.042,0.0381,65
ckmk_d_ict_f_n_292111,103.13,246.1,228.2,74.1,0.182,3,0.0486,0.0377,73
ckmk_d_ict_f_n_292112,90.73,226.2,231.7,77.0,0.209,6,0.0521,0.0425,75
ckmk_d_ict_f_n_292113,96.33,252.9,218.2,75.9,0.175,1,0.0572,0.0464,72
ckmk_d_ict_f_n_292114,97.43,213.1,226.3,75.0,0.229,5,0.0488,0.0417,72
ckmk_d_ict_f_n_292115,102.72,238.9,226.6,87.0,0.218,6,0.049,0.0416,63
ckmk_d_ict_f_n_292116,98.48,202.9,223.2,75.4,0.225,6,0.0503,0.0432,67
ckmk_d_ict_f_n_292118,93.26,244.5,225.7,76.2,0.197,3,0.0485,0.0394,67
ckmk_d_ict_f_n_292119,107.97,240.6,219.6,79.6,0.191,5,0.0496,0.0424,65
ckmk_d_ict_f_n_292120,104.34,247.8,221.1,78.5,0.209,4,0.0466,0.0399,74
ckmk_d_ict_f_n_292121,95.4,235.2,217.6,72.4,0.177,5,0.051,0.0414,65
ckmk_d_ict_f_n_292763,79.58,158.3,232.0,74.3,0.396,13,0.0333,0.0383,70
ckmk_d_ict_f_n_292765,78.78,198.0,229.4,74.2,0.296,8,0.0424,0.0411,65
ckmk_d_ict_f_n_292768,77.63,189.4,237.9,75.7,0.358,8,0.0377,0.041,67
ckmk_d_ict_f_n_292769,79.67,173.2,235.6,79.9,0.387,9,0.0356,0.0421,72
ckmk_d_ict_f_n_292772,77.98,170.0,231.5,71.9,0.423,13,0.0349,0.0414,65
ckmk_d_ict_f_n_293003,81.66,308.6,190.6,68.7,0.111,1,0.0552,0.0428,64
ckmk_d_ict_f_n_293004,72.22,299.9,197.7,74.2,0.095,1,0.0527,0.0386,65
ckmk_d_ict_f_n_293006,73.74,310.8,201.5,70.5,0.093,0,0.0589,0.0435,72
ckmk_d_ict_f_n_293007,65.82,308.1,197.1,70.1,0.075,0,0.0524,0.0364,73
ckmk_d_ict_f_n_293008,64.0,245.6,192.2,68.0,0.124,0,0.0504,0.0392,72
ckmk_d_ict_f_n_293009,67.74,262.2,195.2,69.1,0.092,0,0.0555,0.0416,73
ckmk_d_ict_f_n_293010,65.53,277.4,194.2,68.7,0.163,1,0.0519,0.0414,75
ckmk_d_ict_f_n_295803,74.2,185.2,248.3,79.5,0.377,12,0.0352,0.0416,65
ckmk_d_ict_f_n_295804,87.99,171.8,245.0,84.5,0.417,13,0.0332,0.0412,63
ckmk_d_ict_f_n_295805,107.91,164.0,228.3,77.9,0.439,15,0.0315,0.0403,65
ckmk_d_ict_f_n_295806,97.46,185.9,239.7,89.0,0.353,10,0.0362,0.0429,65
ckmk_d_ict_f_n_295807,29.34,173.8,233.2,77.0,0.447,6,0.0315,0.0428,65
ckmk_d_ict_f_n_295808,98.66,184.9,234.8,78.7,0.417,16,0.0313,0.0426,75
ckmk_d_ict_f_n_295809,91.05,187.8,238.7,78.0,0.362,10,0.036,0.0428,60
ckmk_d_ict_f_n_295810,110.48,181.4,255.7,89.7,0.454,18,0.0323,0.0423,67
ckmk_d_ict_f_n_295811,104.32,180.0,252.7,78.4,0.41,14,0.0334,0.0406,75
ckmk_d_ict_f_n_295812,114.08,182.0,241.6,81.8,0.397,14,0.0314,0.0396,65
ckmk_d_ict_f_n_296144,97.52,212.9,235.6,72.3,0.322,10,0.0393,0.0442,65
ckmk_d_ict_f_n_296145,85.94,171.7,236.5,93.7,0.46,9,0.0307,0.044,65
ckmk_d_ict_f_n_296146,98.96,208.0,242.9,77.5,0.366,12,0.0353,0.0408,73
ckmk_d_ict_f_n_296147,96.02,151.8,241.4,92.1,0.466,10,0.0288,0.0403,65
ckmk_d_ict_f_n_296148,105.7,201.5,228.6,73.7,0.331,10,0.0364,0.0406,65
ckmk_d_ict_f_n_296149,113.88,163.3,240.1,87.3,0.461,14,0.0309,0.0413,72
ckmk_d_ict_f_n_296151,108.88,179.6,235.7,76.1,0.413,17,0.0331,0.0416,73
ckmk_d_ict_f_n_296152,108.5,184.7,241.8,86.8,0.379,16,0.0335,0.0395,75
ckmk_d_ict_f_n_297023,84.74,279.0,185.8,61.7,0.11,1,0.0583,0.0442,64
ckmk_d_ict_f_n_297024,78.96,305.5,202.0,79.8,0.118,1,0.0506,0.0386,64
ckmk_d_ict_f_n_297025,82.72,340.9,193.8,70.2,0.09,1,0.0504,0.0365,75
ckmk_d_ict_f_n_297026,81.2,309.6,187.2,66.9,0.137,0,0.0455,0.0372,73
ckmk_d_ict_f_n_297027,60.4,308.9,201.3,73.6,0.106,0,0.0528,0.0389,72
ckmk_d_ict_f_n_297028,65.94,303.9,178.6,63.2,0.126,1,0.0511,0.0364,65
ckmk_d_ict_f_n_297029,67.88,333.2,196.3,68.3,0.09,0,0.054,0.0384,75
ckmk_d_ict_f_n_297030,75.08,335.6,200.1,69.5,0.11,1,0.0551,0.0419,65
ckmk_d_ict_f_n_297032,83.86,308.4,195.3,70.1,0.114,1,0.0544,0.0407,73
ckmk_d_ict_f_n_297503,120.89,201.5,230.6,82.7,0.295,11,0.0379,0.0415,65
ckmk_d_ict_f_n_297504,121.44,203.1,251.0,93.1,0.355,14,0.0346,0.0413,72
ckmk_d_ict_f_n_297505,104.88,217.4,229.9,77.6,0.302,8,0.0382,0.0418,75
ckmk_d_ict_f_n_297506,117.58,165.3,226.8,88.1,0.475,21,0.0296,0.0406,72
ckmk_d_ict_f_n_297507,120.88,233.3,238.3,73.9,0.315,12,0.0385,0.0403,65
ckmk_d_ict_f_n_297509,98.38,209.8,226.7,72.4,0.347,11,0.0355,0.0413,65
ckmk_d_ict_f_n_297512,120.93,238.2,223.1,72.1,0.288,11,0.0368,0.0423,73
ckmk_d_ict_f_n_300114,118.69,219.9,212.1,80.1,0.337,12,0.0402,0.0442,65
ckmk_d_ict_f_n_300115,119.94,213.6,209.1,75.6,0.351,15,0.0395,0.0441,72
ckmk_d_ict_f_n_300118,117.4,243.8,229.3,80.7,0.261,11,0.0438,0.0412,73
ckmk_d_ict_f_n_300119,118.73,211.7,203.0,71.6,0.375,19,0.0421,0.0469,72
ckmk_d_ict_f_n_302093,93.1,199.1,284.7,130.2,0.347,10,0.0407,0.0459,65
ckmk_d_ict_f_n_302094,93.8,223.2,243.7,113.3,0.258,6,0.0502,0.0519,74
ckmk_d_ict_f_n_302095,100.75,207.8,244.8,115.4,0.332,11,0.0407,0.0476,65
ckmk_d_ict_f_n_302096,108.95,229.6,269.0,114.2,0.306,8,0.0458,0.0502,65
ckmk_d_ict_f_n_302097,93.42,228.6,271.4,108.6,0.263,7,0.0461,0.0473,65
ckmk_d_ict_f_n_302098,107.14,212.2,266.5,119.8,0.333,12,0.0437,0.0496,65
ckmk_d_ict_f_n_302100,100.12,220.5,257.5,106.2,0.281,8,0.0449,0.0473,67
ckmk_d_ict_f_n_302101,117.05,199.4,269.9,123.1,0.37,14,0.0376,0.0461,65
ckmk_d_ict_f_n_302102,110.81,209.0,272.1,124.7,0.359,11,0.0386,0.0447,65
ckmk_d_ict_f_n_303084,120.42,160.4,309.4,151.1,0.398,16,0.0359,0.0427,72
ckmk_d_ict_f_n_303085,92.22,188.0,243.4,127.9,0.37,15,0.0392,0.0472,75
ckmk_d_ict_f_n_303086,110.03,215.9,259.5,115.7,0.259,6,0.0433,0.0445,65
ckmk_d_ict_f_n_303087,118.48,182.8,282.5,132.8,0.335,14,0.0379,0.045,67
ckmk_d_ict_f_n_303089,109.54,205.4,286.7,132.1,0.356,14,0.0439,0.0529,65
ckmk_d_ict_f_n_303090,120.52,165.8,294.9,146.9,0.431,15,0.0334,0.047,67
ckmk_d_ict_f_n_303091,104.62,182.9,266.3,131.5,0.352,12,0.0399,0.0478,73
ckmk_d_ict_f_n_303092,120.38,203.4,263.5,133.6,0.347,12,0.0374,0.0429,75
ckmk_d_ict_f_n_303754,108.46,170.9,246.5,154.1,0.448,18,0.0336,0.0436,72
ckmk_d_ict_f_n_303755,95.8,173.5,256.2,156.1,0.453,11,0.0365,0.0472,73
ckmk_d_ict_f_n_303756,119.06,207.6,263.6,115.2,0.308,10,0.0442,0.0473,65
ckmk_d_ict_f_n_303757,116.82,193.1,264.8,119.2,0.323,11,0.042,0.0446,72
ckmk_d_ict_f_n_303758,99.16,152.5,295.4,133.6,0.438,13,0.0354,0.0456,60
ckmk_d_ict_f_n_303759,121.38,193.8,277.0,120.1,0.358,15,0.0393,0.0456,75
ckmk_d_ict_f_n_303760,93.92,199.3,274.4,116.4,0.345,7,0.0435,0.0472,75
ckmk_d_ict_f_n_303761,114.26,168.6,292.4,131.2,0.459,20,0.0345,0.0455,70
ckmk_d_ict_f_n_303762,110.08,204.9,268.1,115.1,0.322,12,0.0394,0.0423,70
ckmk_d_ict_f_n_304153,120.84,188.7,248.3,140.2,0.348,12,0.0395,0.0448,65
ckmk_d_ict_f_n_304154,117.9,241.2,250.8,129.1,0.252,9,0.0433,0.0416,73
ckmk_d_ict_f_n_304155,118.98,240.5,245.7,125.9,0.256,9,0.0474,0.0488,62
ckmk_d_ict_f_n_304156,121.36,195.8,250.7,141.7,0.341,11,0.0411,0.0459,75
ckmk_d_ict_f_n_304157,120.96,214.8,253.1,138.2,0.302,14,0.0418,0.044,72
ckmk_d_ict_f_n_304158,120.92,200.0,263.6,141.6,0.337,13,0.043,0.0459,65
ckmk_d_ict_f_n_304159,121.36,173.5,251.9,148.8,0.412,10,0.0372,0.0464,72
ckmk_d_ict_f_n_304160,121.23,212.8,253.2,140.3,0.332,11,0.0393,0.0459,73
ckmk_d_ict_f_n_304162,118.0,211.5,284.6,118.4,0.328,14,0.0416,0.0466,72
ckmk_d_ict_f_n_304313,86.74,321.7,197.1,75.2,0.106,1,0.059,0.0409,63
ckmk_d_ict_f_n_304314,71.66,288.9,204.5,74.3,0.111,0,0.0533,0.0385,72
ckmk_d_ict_f_n_304315,75.14,297.0,208.1,73.6,0.117,1,0.0524,0.0388,65
ckmk_d_ict_f_n_304316,69.5,315.1,206.5,68.6,0.11,1,0.0565,0.0382,65
ckmk_d_ict_f_n_304317,74.23,257.0,199.6,70.0,0.143,1,0.0544,0.0419,73
ckmk_d_ict_f_n_304318,68.42,316.6,198.2,65.4,0.114,1,0.0568,0.0404,70
ckmk_d_ict_f_n_304320,65.04,319.2,195.0,68.1,0.119,1,0.058,0.0428,74
ckmk_d_ict_f_n_304321,78.1,290.4,200.4,65.6,0.095,1,0.0582,0.0404,67
ckmk_d_ict_f_n_304322,62.45,268.1,194.0,66.6,0.145,1,0.0546,0.0407,70
ckmk_d_ict_f_n_305163,64.51,278.1,195.6,74.0,0.151,2,0.0505,0.0392,75
ckmk_d_ict_f_n_305164,88.06,283.4,191.5,64.6,0.123,2,0.061,0.0442,75
ckmk_d_ict_f_n_305166,76.38,274.2,185.2,67.4,0.111,2,0.0588,0.0431,75
ckmk_d_ict_f_n_305167,70.92,308.8,203.5,76.5,0.116,1,0.0503,0.038,65
ckmk_d_ict_f_n_305168,68.7,306.6,206.5,72.7,0.128,2,0.0551,0.0415,67
ckmk_d_ict_f_n_305169,57.27,316.4,193.6,73.5,0.066,1,0.0537,0.0368,75
ckmk_d_ict_f_n_305170,83.74,311.0,205.6,75.9,0.079,1,0.0555,0.0385,72
ckmk_d_ict_f_n_305171,52.8,320.5,200.6,78.2,0.118,1,0.0519,0.036,65
ckmk_d_ict_f_n_305172,52.16,310.6,199.9,75.4,0.098,1,0.0526,0.0363,72
ckmk_d_ict_f_n_306303,119.8,197.8,278.4,130.9,0.324,13,0.0427,0.0458,65
ckmk_d_ict_f_n_306304,113.83,186.6,277.1,138.6,0.412,18,0.0369,0.0445,65
ckmk_d_ict_f_n_306306,119.03,188.0,259.6,137.7,0.407,18,0.0377,0.0464,62
ckmk_d_ict_f_n_306307,120.8,227.5,264.9,120.9,0.307,12,0.0409,0.0425,65
ckmk_d_ict_f_n_306308,119.02,197.1,271.5,126.5,0.357,11,0.0396,0.045,70
ckmk_d_ict_f_n_306309,119.9,211.7,264.4,122.5,0.333,13,0.0405,0.0456,65
ckmk_d_ict_f_n_306310,120.14,207.3,256.5,119.7,0.302,10,0.0414,0.0438,73
ckmk_d_ict_f_n_308704,107.82,147.5,336.9,152.8,0.484,19,0.0323,0.0429,65
ckmk_d_ict_f_n_308705,110.98,166.0,311.3,148.0,0.41,16,0.0373,0.047,65
ckmk_d_ict_f_n_308706,120.94,178.1,303.5,142.5,0.351,13,0.0443,0.0503,67
ckmk_d_ict_f_n_308707,117.44,171.7,311.1,147.2,0.392,15,0.0381,0.0442,70
ckmk_d_ict_f_n_308708,120.56,185.6,297.3,142.3,0.344,8,0.0381,0.0425,75
ckmk_d_ict_f_n_308710,121.04,230.0,269.4,115.8,0.273,10,0.0461,0.0453,67
ckmk_d_ict_f_n_308711,120.49,181.3,275.3,130.7,0.38,16,0.0404,0.049,62
ckmk_d_ict_f_n_308712,120.78,186.3,269.2,128.4,0.372,12,0.0377,0.0432,72
ckmk_d_ict_f_n_308863,121.24,197.5,262.5,124.3,0.334,13,0.0437,0.0478,65
ckmk_d_ict_f_n_308864,119.92,205.6,281.3,119.6,0.311,8,0.0449,0.0498,65
ckmk_d_ict_f_n_308865,120.08,209.4,269.2,119.8,0.307,12,0.0407,0.0448,65
ckmk_d_ict_f_n_308866,119.52,228.9,262.2,111.8,0.27,10,0.0454,0.0491,72
ckmk_d_ict_f_n_308867,121.26,193.0,268.7,122.0,0.343,11,0.0389,0.0474,65
ckmk_d_ict_f_n_308868,119.3,182.6,277.2,125.4,0.382,11,0.0371,0.0438,72
ckmk_d_ict_f_n_308869,118.1,202.2,263.0,113.0,0.319,12,0.0433,0.045,75
ckmk_d_ict_f_n_308870,120.8,194.7,272.2,124.3,0.383,17,0.0404,0.0489,65
ckmk_d_ict_f_n_308871,119.53,229.9,254.5,135.1,0.316,16,0.0441,0.0484,72
ckmk_d_ict_f_n_308872,117.65,199.4,263.6,116.4,0.316,11,0.042,0.0413,73
ckmk_d_ict_f_n_311893,119.86,208.7,200.0,93.6,0.372,19,0.0407,0.0467,62
ckmk_d_ict_f_n_311894,118.34,226.6,208.2,88.3,0.331,13,0.044,0.0457,65
ckmk_d_ict_f_n_311895,120.16,217.7,198.3,80.4,0.327,15,0.0481,0.0495,65
ckmk_d_ict_f_n_311896,118.32,218.6,207.6,83.0,0.305,13,0.0481,0.0478,65
ckmk_d_ict_f_n_311898,118.74,227.9,209.6,79.6,0.294,10,0.0439,0.043,75
ckmk_d_ict_f_n_311899,117.83,220.5,207.9,75.8,0.297,12,0.0489,0.0487,65
ckmk_d_ict_f_n_311901,119.0,224.9,210.2,77.0,0.293,12,0.0447,0.0444,65
ckmk_d_ict_f_n_312263,109.8,182.0,281.9,131.2,0.351,12,0.0378,0.041,65
ckmk_d_ict_f_n_312264,120.28,180.6,280.8,134.5,0.401,23,0.0365,0.0438,65
ckmk_d_ict_f_n_312266,117.12,229.5,270.8,118.3,0.284,10,0.0419,0.0414,65
ckmk_d_ict_f_n_312268,118.29,244.5,286.5,117.3,0.19,6,0.051,0.0478,65
ckmk_d_ict_f_n_312269,120.8,204.6,312.4,133.9,0.317,10,0.042,0.0453,75
ckmk_d_ict_f_n_312271,120.4,227.7,298.1,129.1,0.268,10,0.0454,0.0489,70
ckmk_d_ict_f_n_312272,120.56,266.8,286.8,119.7,0.198,6,0.0483,0.0458,75
ckmk_d_ict_f_n_312393,115.62,226.8,290.8,124.1,0.246,11,0.0451,0.0461,65
ckmk_d_ict_f_n_312395,119.92,224.1,277.4,134.6,0.269,11,0.0429,0.043,72
ckmk_d_ict_f_n_312396,121.14,220.9,265.1,131.7,0.289,11,0.0449,0.0487,72
ckmk_d_ict_f_n_312397,120.0,237.0,271.3,121.9,0.212,6,0.0479,0.0449,65
ckmk_d_ict_f_n_312398,119.94,239.6,259.3,115.8,0.193,4,0.0542,0.0488,62
ckmk_d_ict_f_n_312399,120.54,207.1,262.4,115.0,0.286,8,0.0449,0.0476,72
ckmk_d_ict_f_n_312400,120.98,253.4,261.9,98.4,0.207,4,0.0483,0.0481,76
ckmk_d_ict_f_n_312401,121.38,217.5,277.3,113.3,0.295,9,0.0445,0.0451,65
ckmk_d_ict_f_n_312402,119.03,219.8,272.4,105.8,0.276,8,0.0435,0.0469,70
ckmk_d_ict_f_n_314473,117.36,253.6,204.1,82.1,0.098,0,0.0432,0.0311,67
ckmk_d_ict_f_n_314474,115.62,233.0,205.1,81.0,0.124,0,0.0496,0.0397,70
ckmk_d_ict_f_n_314475,119.84,255.3,206.3,91.3,0.101,0,0.0445,0.0336,62
ckmk_d_ict_f_n_314476,114.96,241.1,203.9,89.3,0.096,0,0.0451,0.0336,72
ckmk_d_ict_f_n_314477,111.21,235.8,200.7,83.0,0.125,0,0.0451,0.0382,65
ckmk_d_ict_f_n_314478,112.88,250.4,211.7,89.3,0.142,0,0.0431,0.0358,72
ckmk_d_ict_f_n_314479,116.18,239.1,188.8,73.7,0.077,0,0.0454,0.0337,64
ckmk_d_ict_f_n_314480,118.66,243.2,210.4,90.0,0.13,1,0.0464,0.038,74
ckmk_d_ict_f_n_314481,120.02,234.0,198.9,87.5,0.129,0,0.048,0.0429,65
ckmk_d_ict_f_n_314482,119.3,255.5,202.5,78.7,0.089,1,0.0473,0.0348,65
ckmk_d_ict_f_n_316354,63.55,311.6,202.6,70.6,0.093,1,0.0559,0.0383,73
ckmk_d_ict_f_n_316355,49.32,255.5,200.1,69.6,0.153,1,0.0475,0.036,67
ckmk_d_ict_f_n_316356,82.28,282.2,201.2,68.6,0.112,1,0.0516,0.0406,65
ckmk_d_ict_f_n_316357,59.4,293.9,204.3,67.3,0.125,0,0.0502,0.0389,72
ckmk_d_ict_f_n_316359,63.66,277.1,203.2,70.4,0.125,1,0.0511,0.039,72
ckmk_d_ict_f_n_316373,95.14,264.9,226.9,56.6,0.099,0,0.068,0.0444,70
ckmk_d_ict_f_n_316374,117.98,277.2,225.5,60.4,0.072,0,0.0637,0.0402,72
ckmk_d_ict_f_n_316376,115.94,272.7,226.8,59.9,0.078,0,0.0544,0.0332,76
ckmk_d_ict_f_n_316377,115.02,276.5,230.4,60.8,0.078,1,0.0634,0.0419,65
ckmk_d_ict_f_n_316378,116.2,277.8,235.1,63.7,0.08,0,0.0638,0.0399,82
ckmk_d_ict_f_n_316379,118.24,279.1,232.8,62.0,0.084,0,0.0672,0.045,75
ckmk_d_ict_f_n_316380,114.92,281.4,240.0,63.3,0.091,0,0.0591,0.038,73
ckmk_d_ict_f_n_316381,115.28,267.0,252.6,64.7,0.078,0,0.057,0.0362,75
ckmk_d_ict_f_n_316382,110.32,291.0,242.2,65.8,0.056,0,0.0639,0.0393,75
ckmk_d_ict_f_n_317863,108.45,189.8,323.5,138.0,0.361,16,0.0407,0.046,65
ckmk_d_ict_f_n_317864,85.81,169.2,339.3,139.8,0.409,12,0.0381,0.0458,75
ckmk_d_ict_f_n_317865,118.92,202.8,301.3,129.9,0.293,7,0.0435,0.0463,75
ckmk_d_ict_f_n_317866,119.1,210.1,262.6,109.8,0.277,8,0.0442,0.0461,73
ckmk_d_ict_f_n_317867,119.64,206.6,258.6,110.1,0.29,10,0.0443,0.0446,70
ckmk_d_ict_f_n_317868,120.54,204.6,273.7,119.4,0.295,13,0.0464,0.0486,73
ckmk_d_ict_f_n_317869,120.56,221.0,250.4,111.5,0.278,9,0.0446,0.046,74
ckmk_d_ict_f_n_317870,120.1,262.3,269.9,110.4,0.221,6,0.052,0.0518,72
ckmk_d_ict_f_n_317872,118.61,257.0,254.0,101.4,0.227,9,0.0479,0.0459,72
ckmk_d_ict_f_n_318043,120.55,209.5,261.6,114.2,0.324,14,0.0425,0.0452,72
ckmk_d_ict_f_n_318044,120.28,203.5,251.0,101.0,0.296,10,0.0408,0.0429,70
ckmk_d_ict_f_n_318045,120.7,235.1,256.9,96.8,0.22,4,0.0459,0.0452,74
ckmk_d_ict_f_n_318046,119.54,221.3,257.8,100.8,0.272,7,0.0441,0.0442,75
ckmk_d_ict_f_n_318047,119.76,238.0,275.7,97.7,0.239,8,0.0478,0.0461,65
ckmk_d_ict_f_n_318048,119.78,231.4,265.2,99.9,0.244,9,0.0453,0.0446,73
ckmk_d_ict_f_n_318049,116.97,230.8,264.4,117.7,0.207,6,0.0478,0.0436,75
ckmk_d_ict_f_n_318050,121.29,259.7,265.6,109.7,0.162,2,0.0535,0.0461,74
ckmk_d_ict_f_n_318051,119.66,209.1,269.8,129.5,0.29,11,0.0427,0.0448,72
ckmk_d_ict_f_n_318052,121.44,252.0,265.5,97.5,0.214,4,0.0502,0.0452,70
ckmk_d_ict_f_n_321693,54.39,226.1,233.6,79.1,0.145,0,0.0505,0.0411,78
ckmk_d_ict_f_n_321743,51.1,223.1,194.8,55.2,0.202,0,0.0439,0.0368,72
ckmk_d_ict_f_n_321744,53.4,246.1,224.8,68.8,0.113,0,0.051,0.0419,75
ckmk_d_ict_f_n_321745,57.24,232.7,218.4,63.9,0.188,1,0.0524,0.0446,75
